long_cid_ori,lat_cid_ori,nome_procedimento,SP_CIDADE_P_EXT,cidade_origem,cidade_do_procedimento,procedimento,total_ocorrencias
-51.8741,-28.3419,TRATAMENTO CIRURGICO DE FRATURA DIAFISARIA UNICA DO RADIO / DA ULNA,Cidade do RS,CIRÍACO,PASSO FUNDO,408020431,416
-52.3023,-28.128,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,Cidade do RS,COXILHA,PASSO FUNDO,415040035,463
-52.3023,-28.128,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA,Cidade do RS,COXILHA,PASSO FUNDO,412040166,463
-51.8482,-28.3849,ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE STENT,Cidade do RS,DAVID CANABARRO,PASSO FUNDO,406030030,345
-53.3134,-27.9007,ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE STENT,Cidade do RS,PALMEIRA DAS MISSÕES,PASSO FUNDO,406030030,1910
-53.3134,-27.9007,ANGIOPLASTIA CORONARIANA PRIMARIA (INCLUI CATETERISMO),Cidade do RS,PALMEIRA DAS MISSÕES,PASSO FUNDO,406030049,1910
-52.8056,-27.7758,ORQUIDOPEXIA BILATERAL,Cidade do RS,RONDA ALTA,PASSO FUNDO,409040126,884
-53.1103,-27.9077,ANGIOPLASTIA CORONARIANA PRIMARIA (INCLUI CATETERISMO),Cidade do RS,NOVO BARREIRO,PASSO FUNDO,406030049,200
-51.8079,-27.947,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA,Cidade do RS,SANANDUVA,PASSO FUNDO,412040166,1519
-53.3958,-27.3586,IMPLANTE DE MARCAPASSO TEMPORARIO TRANSVENOSO,Cidade do RS,FREDERICO WESTPHALEN,PASSO FUNDO,406010684,1186
-51.7064,-28.4984,TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL,Cidade do RS,SÃO JORGE,PASSO FUNDO,303160063,222
-52.7933,-28.2958,TRATAMENTO DE TRANSTORNOS RELACIONADOS C/ A DURACAO DA GESTACAO E C/ O CRESCIMENTO FETAL,Cidade do RS,CARAZINHO,PASSO FUNDO,303160055,3635
-52.7933,-28.2958,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO,Cidade do RS,CARAZINHO,PASSO FUNDO,303140135,3635
-52.7933,-28.2958,TRATAMENTO DE INFECCOES ESPECIFICAS DO PERIODO PERINATAL,Cidade do RS,CARAZINHO,PASSO FUNDO,303160020,3635
-52.7933,-28.2958,TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL,Cidade do RS,CARAZINHO,PASSO FUNDO,303160063,3635
-52.3023,-28.128,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,COXILHA,PASSO FUNDO,304100021,463
-51.5248,-28.2093,INTERNAÇÃO P/ QUIMIOTERAPIA DE ADMINISTRAÇÃO CONTÍNUA,Cidade do RS,LAGOA VERMELHA,PASSO FUNDO,304080020,2109
-52.1986,-28.4498,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO,Cidade do RS,MARAU,PASSO FUNDO,303140135,2171
-52.1986,-28.4498,TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL,Cidade do RS,MARAU,PASSO FUNDO,303160063,2171
-51.088,-31.2843,PARTO CESARIANO,Cidade do RS,TAVARES,OSÓRIO,411010034,245
-51.088,-31.2843,PARTO NORMAL,Cidade do RS,TAVARES,OSÓRIO,310010039,245
-50.5152,-30.1383,PARTO CESARIANO,Cidade do RS,CAPIVARI DO SUL,OSÓRIO,411010034,260
-50.5152,-30.1383,TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO,Cidade do RS,CAPIVARI DO SUL,OSÓRIO,303100010,260
-54.2668,-28.3001,HERNIOPLASTIA INCISIONAL,Cidade do RS,SANTO ÂNGELO,SANTO ÂNGELO,407040080,3203
-54.2668,-28.3001,RETIRADA DE FIO OU PINO INTRA-OSSEO,Cidade do RS,SANTO ÂNGELO,SANTO ÂNGELO,408060352,3203
-54.2668,-28.3001,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METATARSO INTER-FALANGEANA,Cidade do RS,SANTO ÂNGELO,SANTO ÂNGELO,408060638,3203
-54.2668,-28.3001,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO,Cidade do RS,SANTO ÂNGELO,SANTO ÂNGELO,303140135,3203
-54.2668,-28.3001,TRATAMENTO DE DOENCA DO OUVIDO EXTERNO MEDIO E DA MASTOIDE,Cidade do RS,SANTO ÂNGELO,SANTO ÂNGELO,303140070,3203
-53.1226,-27.7789,CRANIOTOMIA PARA RETIRADA DE CORPO ESTRANHO INTRACRANIANO (COM TECNICA COMPLEMENTAR),Cidade do RS,SÃO JOSÉ DAS MISSÕES,PASSO FUNDO,403010071,167
-53.92,-28.388,EPIFISIODESE DO TROCANTER MAIOR DO FEMUR,Cidade do RS,IJUÍ,PASSO FUNDO,408040122,4225
-53.1706,-27.4742,TRATAMENTO CIRURGICO DE FRATURA TRANSTROCANTERIANA,Cidade do RS,RODEIO BONITO,PASSO FUNDO,408050632,526
-52.9784,-27.9926,ARTROPLASTIA TOTAL DE JOELHO - REVISAO / RECONSTRUCAO,Cidade do RS,NOVA BOA VISTA,PASSO FUNDO,408050055,89
-52.4091,-28.2576,ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOCO OU TRONCOS SUPRA-AORTICOS (C/ STENT NAO RECOBERTO),Cidade do RS,PASSO FUNDO,PASSO FUNDO,406040095,20622
-52.4091,-28.2576,RESSECCAO ENDOSCOPICA DE PROSTATA,Cidade do RS,PASSO FUNDO,PASSO FUNDO,409030040,20622
-52.4091,-28.2576,RECONSTRUÇÃO DO SULCO GENGIVO-LABIAL,Cidade do RS,PASSO FUNDO,PASSO FUNDO,404020470,20622
-52.4091,-28.2576,LINFADENECTOMIA RADICAL INGUINAL UNILATERAL,Cidade do RS,PASSO FUNDO,PASSO FUNDO,406020264,20622
-52.4091,-28.2576,INSTALACAO ENDOSCOPICA DE CATETER DUPLO J,Cidade do RS,PASSO FUNDO,PASSO FUNDO,409010170,20622
-52.4091,-28.2576,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DO CONDILO / TROCANTER DO UMERO / APOFISE CORONARIA DO ULNA / CABECA DO RADIO,Cidade do RS,PASSO FUNDO,PASSO FUNDO,408020369,20622
-52.2697,-27.6364,GASTROSTOMIA,Cidade do RS,ERECHIM,ERECHIM,407010211,5281
-52.2697,-27.6364,RECONSTRUCAO CAPSULO-LIGAMENTAR DE COTOVELO PUNHO,Cidade do RS,ERECHIM,ERECHIM,408020130,5281
-52.2697,-27.6364,ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NAO CIMENTADA / HIBRIDA,Cidade do RS,ERECHIM,ERECHIM,408040092,5281
-52.2697,-27.6364,RESSECÇãO DE LESãO DA BOCA,Cidade do RS,ERECHIM,ERECHIM,404020771,5281
-52.2697,-27.6364,ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS,Cidade do RS,ERECHIM,PASSO FUNDO,406030022,5281
-52.2635,-27.9135,ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOCO OU TRONCOS SUPRA-AORTICOS (C/ STENT NAO RECOBERTO),Cidade do RS,ESTAÇÃO,PASSO FUNDO,406040095,474
-52.0915,-27.5856,ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE STENT,Cidade do RS,GAURAMA,PASSO FUNDO,406030030,458
-52.4271,-27.9404,IMPLANTE DE MARCAPASSO DE CAMARA DUPLA TRANSVENOSO,Cidade do RS,IPIRANGA DO SUL,PASSO FUNDO,406010650,106
-53.0665,-28.0559,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,Cidade do RS,CHAPADA,PASSO FUNDO,415040035,747
-52.9938,-27.732,CRANIOTOMIA PARA RETIRADA DE CORPO ESTRANHO INTRACRANIANO (COM TECNICA COMPLEMENTAR),Cidade do RS,CONSTANTINA,PASSO FUNDO,403010071,751
-52.8056,-27.7758,MANIPULACAO ARTICULAR,Cidade do RS,RONDA ALTA,PASSO FUNDO,408060158,884
-53.1226,-27.7789,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,SÃO JOSÉ DAS MISSÕES,PASSO FUNDO,411010026,167
-52.8956,-27.5239,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA,Cidade do RS,TRINDADE DO SUL,PASSO FUNDO,412040166,850
-53.6407,-27.664,TRATAMENTO CIRURGICO DE FRATURA DO CRANIO C/ AFUNDAMENTO,Cidade do RS,REDENTORA,PASSO FUNDO,403010268,1091
-54.0994,-27.4999,ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE STENT,Cidade do RS,CRISSIUMAL,PASSO FUNDO,406030030,648
-53.9296,-27.4555,ANGIOPLASTIA CORONARIANA PRIMARIA (INCLUI CATETERISMO),Cidade do RS,TRÊS PASSOS,PASSO FUNDO,406030049,1537
-52.6791,-28.0585,TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO (GRAU LEVE),Cidade do RS,PONTÃO,PASSO FUNDO,303040084,504
-52.0267,-28.4956,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO),Cidade do RS,SANTO ANTÔNIO DO PALMA,PASSO FUNDO,303040149,128
-51.6434,-27.9074,TRATAMENTO DE EMBOLIA PULMONAR,Cidade do RS,SANTO EXPEDITO DO SUL,PASSO FUNDO,303060140,191
-52.5158,-28.6247,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,IBIRAPUITÃ,SOLEDADE,303100044,468
-52.5131,-28.8306,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,SOLEDADE,SOLEDADE,303100044,2454
-52.1781,-28.8737,PARTO CESARIANO,Cidade do RS,ARVOREZINHA,SOLEDADE,411010034,843
-52.1781,-28.8737,PARTO NORMAL,Cidade do RS,ARVOREZINHA,SOLEDADE,310010039,843
-52.1781,-28.8737,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,ARVOREZINHA,SOLEDADE,303100044,843
-52.5836,-29.0947,TRATAMENTO DE SINDROME CORONARIANA AGUDA,Cidade do RS,BARROS CASSAL,SOLEDADE,303060280,597
-51.6668,-27.5667,ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NAO CIMENTADA / HIBRIDA,Cidade do RS,MACHADINHO,PASSO FUNDO,408040092,683
-51.6668,-27.5667,OSTECTOMIA DA PELVE,Cidade do RS,MACHADINHO,PASSO FUNDO,408040149,683
-51.6668,-27.5667,COLECTOMIA PARCIAL (HEMICOLECTOMIA),Cidade do RS,MACHADINHO,PASSO FUNDO,407020063,683
-52.1986,-28.4498,ANGIOPLASTIA CORONARIANA PRIMARIA (INCLUI CATETERISMO),Cidade do RS,MARAU,PASSO FUNDO,406030049,2171
-52.1932,-28.28,EMBOLIZACAO DE MALFORMACAO VASCULAR ARTERIO-VENOSA (INCLUI ESTUDO ANGIOGRAFICO),Cidade do RS,MATO CASTELHANO,PASSO FUNDO,406040206,305
-52.1932,-28.28,MEDIASTINOTOMIA EXPLORADORA PARA-ESTERNAL / POR VIA ANTERIOR,Cidade do RS,MATO CASTELHANO,PASSO FUNDO,412020017,305
-52.1932,-28.28,IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL),Cidade do RS,MATO CASTELHANO,PASSO FUNDO,406020078,305
-51.8482,-28.3849,QUADRICEPSPLASTIA,Cidade do RS,DAVID CANABARRO,PASSO FUNDO,408050110,345
-51.8482,-28.3849,REIMPLANTE DO TERCO DISTAL DO ANTEBRACO ATE OS METACARPIANOS,Cidade do RS,DAVID CANABARRO,PASSO FUNDO,408020261,345
-51.8482,-28.3849,AMPUTACAO / DESARTICULACAO DE DEDO,Cidade do RS,DAVID CANABARRO,PASSO FUNDO,408060042,345
-51.8482,-28.3849,APENDICECTOMIA VIDEOLAPAROSCOPICA,Cidade do RS,DAVID CANABARRO,PASSO FUNDO,407020047,345
-52.5836,-28.4977,REDUCAO INCRUENTA DE LUXACAO CONGENITA COXO FEMORAL,Cidade do RS,ERNESTINA,PASSO FUNDO,408040181,479
-52.5836,-28.4977,APENDICECTOMIA VIDEOLAPAROSCOPICA,Cidade do RS,ERNESTINA,PASSO FUNDO,407020047,479
-51.8599,-28.0566,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I,Cidade do RS,IBIAÇÁ,PASSO FUNDO,406050040,231
-51.6377,-28.3741,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I,Cidade do RS,IBIRAIARAS,PASSO FUNDO,406050040,489
-52.5158,-28.6247,SIMPATECTOMIA TORACICA VIDEOCIRURGICA,Cidade do RS,IBIRAPUITÃ,PASSO FUNDO,403050146,468
-52.5158,-28.6247,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA,Cidade do RS,IBIRAPUITÃ,PASSO FUNDO,412040166,468
-51.5248,-28.2093,TRATAMENTO CIRURGICO DE LUXACAO OU FRATURA-LUXACAO DO COTOVELO,Cidade do RS,LAGOA VERMELHA,PASSO FUNDO,408020547,2109
-53.558,-27.3596,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I,Cidade do RS,PALMITINHO,PASSO FUNDO,406050040,779
-53.4026,-27.4829,CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DAS ILIACAS C/ ENDOPROTESE TUBULAR,Cidade do RS,SEBERI,PASSO FUNDO,406040184,780
-53.4026,-27.4829,TRATAMENTO CIRURGICO DE FRATURA DA CLAVICULA,Cidade do RS,SEBERI,PASSO FUNDO,408010150,780
-52.0915,-27.5856,CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA ABDOMINAL E ILIACAS C/ ENDOPROTESE BIFURCADA,Cidade do RS,GAURAMA,PASSO FUNDO,406040168,458
-52.2294,-27.8911,ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE STENT,Cidade do RS,GETÚLIO VARGAS,PASSO FUNDO,406030030,1091
-53.2543,-27.1951,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS,Cidade do RS,IRAÍ,PASSO FUNDO,303010037,644
-53.4022,-27.1607,TRATAMENTO DE COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU CLINICOS,Cidade do RS,VICENTE DUTRA,PASSO FUNDO,308040015,320
-52.9142,-28.1149,TRATAMENTO DE DIABETES MELLITUS,Cidade do RS,ALMIRANTE TAMANDARÉ DO SUL,PASSO FUNDO,303030038,293
-51.4585,-27.6739,TRATAMENTO DE INSUFICIENCIA RENAL CRONICA,Cidade do RS,BARRACÃO,PASSO FUNDO,305020056,238
-52.7933,-28.2958,TRATAMENTO DE OUTRAS DOENCAS DAS VIAS AEREAS SUPERIORES,Cidade do RS,CARAZINHO,PASSO FUNDO,303140127,3635
-51.8741,-28.3419,TRATAMENTO DE OUTRAS DOENCAS DO SANGUE E DOS ORGAOS HEMATOPOETICOS,Cidade do RS,CIRÍACO,PASSO FUNDO,303020083,416
-51.8741,-28.3419,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE),Cidade do RS,CIRÍACO,PASSO FUNDO,303140151,416
-51.9352,-28.7126,INTERNAÇÃO P/ QUIMIOTERAPIA DE LEUCEMIAS AGUDAS / CRÔNICAS AGUDIZADAS,Cidade do RS,SERAFINA CORRÊA,PASSO FUNDO,304080039,1050
-52.5955,-28.5712,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO,Cidade do RS,TIO HUGO,PASSO FUNDO,303140135,237
-52.5955,-28.5712,TRATAMENTO DE DESNUTRICAO,Cidade do RS,TIO HUGO,PASSO FUNDO,303030020,237
-53.6048,-28.645,TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL,Cidade do RS,CRUZ ALTA,PASSO FUNDO,303160063,1959
-54.9035,-28.7291,INTERNAÇÃO P/ QUIMIOTERAPIA DE ADMINISTRAÇÃO CONTÍNUA,Cidade do RS,BOSSOROCA,PASSO FUNDO,304080020,228
-54.2668,-28.3001,INTERNAÇÃO P/ QUIMIOTERAPIA DE ADMINISTRAÇÃO CONTÍNUA,Cidade do RS,SANTO ÂNGELO,PASSO FUNDO,304080020,3203
-52.8956,-27.5239,TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO,Cidade do RS,TRINDADE DO SUL,PASSO FUNDO,303070064,850
-54.8293,-29.4066,PARTO CESARIANO,Cidade do RS,NOVA ESPERANÇA DO SUL,SANTIAGO,411010034,411
-54.1855,-29.6202,TRATAMENTO DE INSUFICIENCIA RENAL AGUDA,Cidade do RS,SÃO PEDRO DO SUL,SANTIAGO,305020048,725
-50.9418,-28.5079,VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO/ÓLEO DE SILICONE/ENDOLASER,Cidade do RS,VACARIA,PASSO FUNDO,405030177,4866
-52.7933,-28.2958,CORRECAO CIRURGICA DE ESTRABISMO (ACIMA DE,Cidade do RS,CARAZINHO,PASSO FUNDO,405020015,3635
-52.8182,-28.4548,CORRECAO CIRURGICA DE ESTRABISMO (ACIMA DE,Cidade do RS,NÃO-ME-TOQUE,PASSO FUNDO,405020015,954
-52.1781,-28.8737,TRABECULECTOMIA,Cidade do RS,ARVOREZINHA,PASSO FUNDO,405050321,843
-51.4585,-27.6739,VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO/ÓLEO DE SILICONE/ENDOLASER,Cidade do RS,BARRACÃO,PASSO FUNDO,405030177,238
-51.9815,-28.5605,RECONSTITUICAO TOTAL DE PALPEBRA,Cidade do RS,CASCA,PASSO FUNDO,405010133,400
-51.8599,-28.0566,VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO/ÓLEO DE SILICONE/ENDOLASER,Cidade do RS,IBIAÇÁ,PASSO FUNDO,405030177,231
-51.5248,-28.2093,RECONSTITUICAO TOTAL DE PALPEBRA,Cidade do RS,LAGOA VERMELHA,PASSO FUNDO,405010133,2109
-52.4091,-28.2576,VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO/ÓLEO DE SILICONE/ENDOLASER,Cidade do RS,PASSO FUNDO,PASSO FUNDO,405030177,20622
-51.8079,-27.947,VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO/ÓLEO DE SILICONE/ENDOLASER,Cidade do RS,SANANDUVA,PASSO FUNDO,405030177,1519
-52.5131,-28.8306,VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO/ÓLEO DE SILICONE/ENDOLASER,Cidade do RS,SOLEDADE,PASSO FUNDO,405030177,2454
-52.5131,-28.8306,CORRECAO CIRURGICA DE ESTRABISMO (ACIMA DE,Cidade do RS,SOLEDADE,PASSO FUNDO,405020015,2454
-52.0097,-28.0652,RECONSTITUICAO TOTAL DE PALPEBRA,Cidade do RS,TAPEJARA,PASSO FUNDO,405010133,1768
-52.9538,-29.1039,RECONSTITUICAO TOTAL DE PALPEBRA,Cidade do RS,TUNAS,PASSO FUNDO,405010133,198
-53.0008,-28.8871,RECONSTITUICAO TOTAL DE PALPEBRA,Cidade do RS,CAMPOS BORGES,PASSO FUNDO,405010133,193
-52.1631,-28.6822,TRABECULECTOMIA,Cidade do RS,NOVA ALVORADA,PASSO FUNDO,405050321,275
-51.763,-27.7075,CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO,Cidade do RS,PAIM FILHO,TAPEJARA,409060046,303
-51.8079,-27.947,SEPTOPLASTIA PARA CORREÇÃO DE DESVIO,Cidade do RS,SANANDUVA,TAPEJARA,404010482,1519
-52.1438,-28.1062,PARTO CESARIANO,Cidade do RS,VILA LÂNGARO,TAPEJARA,411010034,174
-51.5966,-27.7707,OOFORECTOMIA / OOFOROPLASTIA,Cidade do RS,SÃO JOSÉ DO OURO,TAPEJARA,409060216,785
-51.3961,-28.1254,HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL),Cidade do RS,CAPÃO BONITO DO SUL,TAPEJARA,407040102,246
-51.8599,-28.0566,TRATAMENTO CIRURGICO DE FRATURAS DOS OSSOS DO CARPO,Cidade do RS,IBIAÇÁ,SANANDUVA,408020466,231
-51.6377,-28.3741,TENOLISE,Cidade do RS,IBIRAIARAS,SANANDUVA,408060441,489
-51.6377,-28.3741,TRATAMENTO CIRURGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXACAO DO TORNOZELO,Cidade do RS,IBIRAIARAS,SANANDUVA,408050497,489
-51.6377,-28.3741,TRATAMENTO CIRURGICO DE DEDO EM GATILHO,Cidade do RS,IBIRAIARAS,SANANDUVA,408020326,489
-51.802,-27.6325,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,MAXIMILIANO DE ALMEIDA,SANANDUVA,303100044,463
-51.802,-27.6325,PARTO CESARIANO C/ LAQUEADURA TUBARIA,Cidade do RS,MAXIMILIANO DE ALMEIDA,SANANDUVA,411010042,463
-51.6597,-27.767,PARTO NORMAL,Cidade do RS,CACIQUE DOBLE,SANANDUVA,310010039,662
-54.1855,-29.6202,TRATAMENTO DA PIELONEFRITE,Cidade do RS,SÃO PEDRO DO SUL,SÃO PEDRO DO SUL,305020013,725
-55.1253,-29.5547,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS,Cidade do RS,SÃO FRANCISCO DE ASSIS,SÃO FRANCISCO DE ASSIS,303070129,724
-54.8293,-29.4066,HISTERECTOMIA TOTAL,Cidade do RS,NOVA ESPERANÇA DO SUL,SANTIAGO,409060135,411
-54.8293,-29.4066,TRAQUELECTOMIA RADICAL EM ONCOLOGIA,Cidade do RS,NOVA ESPERANÇA DO SUL,SANTIAGO,416060080,411
-55.1517,-29.04,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO),Cidade do RS,UNISTALDA,SANTIAGO,303040149,219
-52.4091,-28.2576,VITRECTOMIA ANTERIOR,Cidade do RS,PASSO FUNDO,PASSO FUNDO,405030134,20622
-54.5036,-27.5765,VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO/ÓLEO DE SILICONE/ENDOLASER,Cidade do RS,NOVO MACHADO,PASSO FUNDO,405030177,251
-52.1781,-28.8737,RECONSTITUICAO TOTAL DE PALPEBRA,Cidade do RS,ARVOREZINHA,PASSO FUNDO,405010133,843
-52.4091,-28.2576,TOPOPLASTIA DO TRANSPLANTE,Cidade do RS,PASSO FUNDO,PASSO FUNDO,405050313,20622
-52.4091,-28.2576,TRABECULECTOMIA,Cidade do RS,PASSO FUNDO,PASSO FUNDO,405050321,20622
-52.3445,-28.9817,MICROCIRURGIA OTOLOGICA,Cidade do RS,FONTOURA XAVIER,TAPEJARA,404010237,621
-51.5248,-28.2093,MARSUPIALIZACAO DE GLANDULA DE BARTOLIN,Cidade do RS,LAGOA VERMELHA,TAPEJARA,409070190,2109
-51.5248,-28.2093,HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL),Cidade do RS,LAGOA VERMELHA,TAPEJARA,409060119,2109
-51.8079,-27.947,HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL),Cidade do RS,SANANDUVA,TAPEJARA,407040102,1519
-51.9279,-28.1609,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DAS FALANGES DA MAO (COM FIXACAO),Cidade do RS,SANTA CECÍLIA DO SUL,TAPEJARA,408020342,65
-51.6434,-27.9074,HISTERECTOMIA TOTAL,Cidade do RS,SANTO EXPEDITO DO SUL,TAPEJARA,409060135,191
-51.5248,-28.2093,TRATAMENTO CIRURGICO DE DEDO EM GATILHO,Cidade do RS,LAGOA VERMELHA,SANANDUVA,408020326,2109
-51.6668,-27.5667,TRATAMENTO CIRURGICO DE FRATURA DA EXTREMIDADE / METAFISE DISTAL DOS OSSOS DO ANTEBRACO,Cidade do RS,MACHADINHO,SANANDUVA,408020407,683
-51.8079,-27.947,TRATAMENTO DE ECLAMPSIA,Cidade do RS,SANANDUVA,SANANDUVA,303100028,1519
-54.8666,-29.1897,TENOLISE,Cidade do RS,SANTIAGO,SANTIAGO,408060441,2188
-55.1253,-29.5547,PARTO CESARIANO,Cidade do RS,SÃO FRANCISCO DE ASSIS,SANTIAGO,411010034,724
-55.1517,-29.04,PARTO NORMAL,Cidade do RS,UNISTALDA,SANTIAGO,310010039,219
-54.8293,-29.4066,PARTO NORMAL,Cidade do RS,NOVA ESPERANÇA DO SUL,SANTIAGO,310010039,411
-54.8666,-29.1897,TRATAMENTO DE DOENCAS DO FIGADO,Cidade do RS,SANTIAGO,SANTIAGO,303070072,2188
-55.1517,-29.04,TRATAMENTO DE DOENCAS DO PERITONIO,Cidade do RS,UNISTALDA,SANTIAGO,303070080,219
-55.1517,-29.04,TRATAMENTO DE INSUFICIENCIA CARDIACA,Cidade do RS,UNISTALDA,SANTIAGO,303060212,219
-55.1517,-29.04,TRATAMENTO DE ARRITMIAS,Cidade do RS,UNISTALDA,SANTIAGO,303060026,219
-52.5131,-28.8306,HISTERECTOMIA TOTAL,Cidade do RS,SOLEDADE,TAPEJARA,409060135,2454
-52.0097,-28.0652,DEBRIDAMENTO DE FASCEITE NECROTIZANTE,Cidade do RS,TAPEJARA,TAPEJARA,415040027,1768
-52.031,-28.1672,PARTO CESARIANO,Cidade do RS,ÁGUA SANTA,TAPEJARA,411010034,266
-51.8257,-27.8195,OOFORECTOMIA / OOFOROPLASTIA,Cidade do RS,SÃO JOÃO DA URTIGA,TAPEJARA,409060216,110
-52.2588,-27.9798,CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO,Cidade do RS,SERTÃO,TAPEJARA,409060046,489
-52.5131,-28.8306,OOFORECTOMIA / OOFOROPLASTIA,Cidade do RS,SOLEDADE,TAPEJARA,409060216,2454
-52.0097,-28.0652,TRATAMENTO CIRURGICO DE FRATURA DA EXTREMIDADE / METAFISE DISTAL DOS OSSOS DO ANTEBRACO,Cidade do RS,TAPEJARA,TAPEJARA,408020407,1768
-52.0097,-28.0652,TRATAMENTO CIRURGICO DE DEDO EM GATILHO,Cidade do RS,TAPEJARA,TAPEJARA,408020326,1768
-52.0097,-28.0652,RESSECCAO DE CISTO SINOVIAL,Cidade do RS,TAPEJARA,TAPEJARA,408060212,1768
-51.6668,-27.5667,TENOLISE,Cidade do RS,MACHADINHO,SANANDUVA,408060441,683
-51.763,-27.7075,TENOLISE,Cidade do RS,PAIM FILHO,SANANDUVA,408060441,303
-51.763,-27.7075,RESSECCAO SIMPLES DE TUMOR OSSEO / DE PARTES MOLES,Cidade do RS,PAIM FILHO,SANANDUVA,408060310,303
-54.2244,-29.4782,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS,Cidade do RS,TOROPI,SÃO PEDRO DO SUL,303070129,182
-54.8666,-29.1897,LINFADENECTOMIA RADICAL CERVICAL UNILATERAL,Cidade do RS,SANTIAGO,SANTIAGO,406020248,2188
-54.8666,-29.1897,OOFORECTOMIA / OOFOROPLASTIA,Cidade do RS,SANTIAGO,SANTIAGO,409060216,2188
